,x,y,target
0,-7.651294231414795,-59.597286224365234,1.0
1,15.411430358886719,9.630353927612305,1.0
2,6.386683940887451,4.202807426452637,1.0
3,73.01531219482422,-10.420467376708984,0.0
4,-1.7527896165847778,-40.12051010131836,1.0
5,13.703438758850098,-31.094820022583008,1.0
6,-36.97356414794922,39.63687515258789,0.0
7,73.35913848876953,-13.008540153503418,1.0
8,37.6845703125,-13.429752349853516,1.0
9,-12.090887069702148,-16.70047378540039,1.0
10,-17.88920783996582,39.0826301574707,0.0
11,10.95755386352539,28.6801815032959,1.0
12,6.1450347900390625,49.7873649597168,1.0
13,-39.41941452026367,-7.983684062957764,1.0
14,45.06435775756836,12.427573204040527,1.0
15,-40.25014877319336,-15.79720401763916,1.0
16,-25.639184951782227,-10.046874046325684,1.0
17,13.798666954040527,-49.238040924072266,1.0
18,-25.695310592651367,-12.166563034057617,1.0
19,-25.514930725097656,40.267417907714844,0.0
20,-17.30706024169922,-17.176103591918945,1.0
21,19.13359260559082,-45.00746536254883,1.0
22,21.120729446411133,-27.531965255737305,1.0
23,32.762367248535156,-50.05486297607422,1.0
24,12.621685981750488,4.6038994789123535,1.0
25,25.675891876220703,20.24053382873535,1.0
26,23.839319229125977,11.46506404876709,1.0
27,0.5152842402458191,42.90023422241211,1.0
28,37.39632797241211,-43.263031005859375,1.0
29,-12.96286678314209,-55.2534065246582,1.0
30,-6.44500732421875,-46.90169906616211,1.0
31,37.53728485107422,-11.740845680236816,1.0
32,-44.17448043823242,18.677398681640625,0.0
33,-48.171939849853516,3.69692325592041,1.0
34,-35.7960319519043,34.18649673461914,0.0
35,28.175491333007812,-44.31740188598633,1.0
36,16.138866424560547,-38.43740463256836,1.0
37,-17.786605834960938,16.64761734008789,1.0
38,-36.285892486572266,-6.756505489349365,1.0
39,9.902870178222656,-57.120174407958984,1.0
40,38.288970947265625,-1.0281591415405273,1.0
41,-21.542966842651367,3.4081857204437256,1.0
42,-16.27475929260254,-4.911687850952148,1.0
43,-11.506086349487305,-18.565093994140625,1.0
44,-10.57619857788086,-43.67338562011719,1.0
45,12.722533226013184,9.43846607208252,1.0
46,13.90156364440918,-34.345680236816406,1.0
47,-46.61172866821289,7.868738651275635,0.0
48,-3.448641538619995,32.329017639160156,1.0
49,18.3690128326416,-45.981685638427734,1.0
50,15.73025894165039,-36.98280334472656,1.0
51,-0.4617621898651123,48.89060974121094,1.0
52,-47.79219055175781,-2.4470086097717285,1.0
53,-19.558025360107422,26.585468292236328,0.0
54,-3.45540189743042,-35.50853729248047,1.0
55,75.02423095703125,-11.52116870880127,1.0
56,6.910741806030273,24.640119552612305,1.0
57,-2.2700915336608887,37.485694885253906,1.0
58,-21.55992317199707,3.307420492172241,1.0
59,-26.552419662475586,-11.260665893554688,1.0
60,-1.1930582523345947,32.57358169555664,1.0
61,55.47059631347656,6.927244663238525,1.0
62,12.608511924743652,-57.209014892578125,1.0
63,-13.397881507873535,-6.869020462036133,1.0
64,-18.412580490112305,42.55586624145508,0.0
65,7.630964756011963,40.33854293823242,1.0
66,35.90475082397461,-47.31329345703125,1.0
67,28.656024932861328,-16.514976501464844,1.0
68,39.9262809753418,5.037618160247803,1.0
69,-16.63042640686035,-17.29007339477539,1.0
70,3.590569019317627,49.689903259277344,1.0
71,2.1805028915405273,-16.134925842285156,1.0
72,9.323431968688965,-52.584659576416016,1.0
73,-37.69066619873047,-8.19061279296875,1.0
74,1.8949182033538818,-30.584177017211914,1.0
75,-16.77895164489746,11.177979469299316,1.0
76,-42.331947326660156,-3.13157320022583,1.0
77,-43.42157745361328,20.355958938598633,0.0
78,3.3122811317443848,-36.22606658935547,1.0
79,3.425168991088867,47.637451171875,1.0
80,-14.161322593688965,-55.4027214050293,1.0
81,-5.1797099113464355,41.01673889160156,0.0
82,-44.175350189208984,16.195323944091797,0.0
83,2.7562432289123535,-36.500362396240234,1.0
84,-1.2910069227218628,44.80152893066406,1.0
85,-5.9237847328186035,-2.1553804874420166,1.0
86,-10.485021591186523,-44.34087371826172,1.0
87,-20.43072509765625,52.697444915771484,0.0
88,-25.804357528686523,-10.148494720458984,1.0
89,-26.635496139526367,41.060604095458984,0.0
90,-18.518421173095703,40.943477630615234,0.0
91,-33.73714828491211,-1.955166220664978,1.0
92,24.40899658203125,-34.254302978515625,1.0
93,20.998262405395508,11.891900062561035,1.0
94,21.012462615966797,-30.030303955078125,1.0
95,52.053951263427734,1.398051381111145,1.0
96,-39.5314826965332,-11.514853477478027,1.0
97,-10.583807945251465,33.7308235168457,0.0
98,-19.140453338623047,28.222318649291992,0.0
99,36.545902252197266,0.9085162281990051,1.0
100,-21.721193313598633,51.65377426147461,0.0
101,34.633663177490234,-49.72819519042969,1.0
102,-26.186708450317383,-17.056575775146484,1.0
103,7.835994243621826,-36.775936126708984,1.0
104,-13.288196563720703,17.749038696289062,1.0
105,16.329078674316406,17.037065505981445,1.0
106,-12.56679630279541,-13.304841041564941,1.0
107,14.154947280883789,15.520538330078125,1.0
108,31.28143310546875,-50.40125274658203,1.0
109,-1.838299036026001,-9.493598937988281,0.0
110,-7.837513446807861,-58.74471664428711,1.0
111,9.6414213180542,36.168006896972656,1.0
112,19.042448043823242,23.673643112182617,1.0
113,-15.787810325622559,31.482887268066406,0.0
114,43.47160339355469,12.309674263000488,1.0
115,-28.125892639160156,46.3240966796875,0.0
116,-13.766618728637695,-55.80213165283203,1.0
117,10.4173583984375,17.68000602722168,1.0
118,-46.82468032836914,3.6493005752563477,1.0
119,6.801445484161377,46.43144226074219,1.0
120,-43.58055877685547,4.977878570556641,1.0
121,17.925922393798828,-36.5818977355957,1.0
122,-17.49846649169922,19.254796981811523,0.0
123,-22.431421279907227,17.3873291015625,0.0
124,6.4013166427612305,44.477783203125,1.0
125,2.783190965652466,49.33344650268555,1.0
126,74.5245361328125,-13.062013626098633,1.0
127,4.270206928253174,1.8887687921524048,1.0
128,9.09544563293457,22.89556121826172,1.0
129,43.41842269897461,5.141367435455322,1.0
130,31.862533569335938,-42.1434326171875,1.0
131,-33.849029541015625,35.97745895385742,0.0
132,1.0303187370300293,52.73392868041992,1.0
133,-44.4531364440918,11.866080284118652,0.0
134,-25.081104278564453,42.22282028198242,0.0
135,-35.722965240478516,-12.752108573913574,1.0
136,30.059206008911133,-51.711727142333984,1.0
137,0.3973035216331482,-18.300357818603516,1.0
138,22.22574806213379,-26.835445404052734,1.0
139,1.61826491355896,-32.361297607421875,1.0
140,-19.193679809570312,42.739349365234375,0.0
141,3.590390682220459,-36.852115631103516,1.0
142,-39.985355377197266,-1.4828611612319946,1.0
143,15.411051750183105,-30.601051330566406,1.0
144,-14.570930480957031,-7.825947284698486,1.0
145,-25.150983810424805,-12.487987518310547,1.0
146,-18.93854522705078,27.887779235839844,0.0
147,-13.319376945495605,10.243640899658203,1.0
148,-1.1635602712631226,-13.527241706848145,1.0
149,-48.42035675048828,-0.23560132086277008,1.0
150,-10.464529037475586,-41.83356475830078,1.0
151,-10.121175765991211,24.1324520111084,1.0
152,26.60820960998535,-31.657268524169922,1.0
153,-3.825106143951416,31.17011833190918,1.0
154,41.863616943359375,6.4824981689453125,1.0
155,-34.0916748046875,34.939186096191406,0.0
156,9.360410690307617,-29.976926803588867,1.0
157,22.33502769470215,14.546024322509766,1.0
158,14.410741806030273,9.565298080444336,1.0
159,-24.961891174316406,-12.061606407165527,1.0
160,-15.224245071411133,-41.68318176269531,1.0
161,-29.924541473388672,-0.4565245509147644,1.0
162,-19.34119415283203,21.30279541015625,0.0
163,-28.301979064941406,41.89996337890625,0.0
164,-21.297277450561523,52.239288330078125,0.0
165,-44.234619140625,14.025113105773926,0.0
166,15.196649551391602,-50.61638641357422,1.0
167,22.950057983398438,-26.949588775634766,1.0
168,53.09418869018555,2.30610728263855,1.0
169,52.58635711669922,4.276613712310791,1.0
170,11.970629692077637,24.476160049438477,1.0
171,-25.13804054260254,29.619869232177734,0.0
172,-20.789470672607422,39.22590255737305,0.0
173,-19.934539794921875,41.36227035522461,0.0
174,-12.415190696716309,-42.808223724365234,1.0
175,-4.441605567932129,-51.07021713256836,1.0
176,6.20482873916626,-30.5406494140625,1.0
177,9.3182954788208,-29.181367874145508,1.0
178,-15.28461742401123,40.419525146484375,0.0
179,8.992841720581055,36.6115608215332,1.0
180,-42.544456481933594,3.2011680603027344,1.0
181,-30.330930709838867,43.3869514465332,0.0
182,25.710905075073242,21.864824295043945,1.0
183,-0.2647058069705963,-36.89347839355469,1.0
184,2.647420883178711,34.07418441772461,1.0
185,11.320984840393066,-55.178314208984375,1.0
186,32.296173095703125,-41.30844497680664,1.0
187,43.916080474853516,5.245965480804443,1.0
188,13.759764671325684,-41.530723571777344,1.0
189,-10.137953758239746,24.305936813354492,1.0
190,7.83542013168335,-39.09001159667969,1.0
191,-43.13276672363281,22.416826248168945,0.0
192,41.871463775634766,6.107389450073242,1.0
193,17.739675521850586,-44.41559982299805,1.0
194,22.332298278808594,23.703031539916992,1.0
195,-38.78863525390625,21.620105743408203,0.0
196,-2.2285261154174805,46.000396728515625,1.0
197,-21.39469337463379,41.058292388916016,0.0
198,32.91194534301758,-50.530906677246094,1.0
199,5.173459053039551,-11.27009391784668,1.0
200,4.346828937530518,-34.63371276855469,1.0
201,-39.77787399291992,-14.953802108764648,1.0
202,25.436384201049805,-3.382035970687866,1.0
203,17.031822204589844,15.006808280944824,1.0
204,-37.777870178222656,-12.109393119812012,1.0
205,-27.2340145111084,41.4014892578125,0.0
206,39.9527702331543,2.9684767723083496,1.0
207,-11.195121765136719,-18.167760848999023,1.0
208,32.436100006103516,-50.74718475341797,1.0
209,53.48491287231445,3.9361650943756104,1.0
210,2.5902554988861084,51.50150680541992,1.0
211,-15.242657661437988,12.812647819519043,1.0
212,-0.3480486571788788,38.775081634521484,1.0
213,-22.34807586669922,23.050064086914062,1.0
214,-1.9433069229125977,-38.383155822753906,1.0
215,-10.995889663696289,17.76927947998047,1.0
216,-46.77714920043945,-2.950777053833008,1.0
217,51.87427520751953,8.601826667785645,1.0
218,44.5811653137207,11.077160835266113,1.0
219,12.65330696105957,16.874364852905273,1.0
220,18.764503479003906,14.166589736938477,1.0
221,53.39656066894531,3.6550073623657227,1.0
222,21.143938064575195,21.329288482666016,1.0
223,-12.797449111938477,-13.1040678024292,1.0
224,-24.192899703979492,55.31986618041992,0.0
225,-11.71937370300293,-50.527217864990234,1.0
226,28.414966583251953,-14.763638496398926,1.0
227,35.336219787597656,-43.65083694458008,1.0
228,-43.089691162109375,24.729320526123047,0.0
229,22.132770538330078,15.71551513671875,1.0
230,52.33144760131836,2.464343309402466,1.0
231,-2.7859320640563965,12.004480361938477,1.0
232,72.18762969970703,-12.525470733642578,0.0
233,6.8868513107299805,49.540931701660156,1.0
234,-2.64387583732605,8.89238452911377,1.0
235,-21.310815811157227,26.193758010864258,0.0
236,-3.2858850955963135,-50.38517761230469,1.0
237,32.568870544433594,-50.98373794555664,1.0
238,20.720317840576172,13.083585739135742,1.0
239,42.08684539794922,14.131811141967773,1.0
240,13.880840301513672,-41.30438995361328,1.0
241,-35.489742279052734,-13.283068656921387,1.0
242,-15.212190628051758,43.1147346496582,0.0
243,-9.030326843261719,10.300312042236328,1.0
244,4.678283214569092,-35.78657531738281,1.0
245,-39.616851806640625,-16.345800399780273,1.0
246,2.143906593322754,4.9052205085754395,1.0
247,2.5318593978881836,34.9748649597168,1.0
248,-41.5164909362793,-0.4278101623058319,1.0
249,11.855020523071289,-52.58490753173828,1.0
250,41.150943756103516,6.280766010284424,1.0
251,22.418046951293945,14.031294822692871,1.0
252,-25.407180786132812,39.00582504272461,0.0
253,-18.615245819091797,16.584314346313477,1.0
254,-20.17305564880371,40.72301483154297,0.0
255,22.91249656677246,22.6625919342041,1.0
256,-15.915102005004883,18.249338150024414,1.0
257,21.888320922851562,17.13545036315918,1.0
258,18.764419555664062,-42.87138366699219,1.0
259,-13.482319831848145,-11.117849349975586,1.0
260,-10.056716918945312,-14.38558292388916,1.0
261,21.674657821655273,14.841938972473145,1.0
262,42.54482650756836,7.020656108856201,1.0
263,-10.116506576538086,-15.30481243133545,1.0
264,18.6351261138916,18.733623504638672,1.0
265,43.00748062133789,7.821237564086914,1.0
266,23.205245971679688,-35.29094314575195,1.0
267,6.945568561553955,25.511268615722656,1.0
268,-10.304762840270996,-43.03364944458008,1.0
269,-14.873618125915527,-57.631656646728516,1.0
270,-33.139320373535156,41.13835525512695,0.0
271,36.39606475830078,-13.068855285644531,1.0
272,30.412734985351562,-50.72283172607422,1.0
273,-18.643545150756836,11.590897560119629,1.0
274,-20.316747665405273,25.964710235595703,0.0
275,5.546080112457275,41.663841247558594,1.0
276,41.41719436645508,8.016768455505371,1.0
277,22.714540481567383,18.072481155395508,1.0
278,-8.894850730895996,35.4105110168457,0.0
279,-27.416601181030273,-9.50731372833252,1.0
280,1.540816307067871,-12.286852836608887,1.0
281,10.503689765930176,14.93754768371582,1.0
282,27.389389038085938,-45.80021286010742,1.0
283,16.48859405517578,16.71840476989746,1.0
284,-24.096818923950195,39.722984313964844,0.0
285,49.79083251953125,5.885763645172119,1.0
286,6.229915618896484,46.16286087036133,1.0
287,22.012245178222656,17.89154052734375,1.0
288,1.3491088151931763,48.63576126098633,1.0
289,22.43324089050293,-28.673749923706055,1.0
290,76.66941833496094,-12.193612098693848,1.0
291,30.73844337463379,-5.1765618324279785,1.0
292,-40.70086669921875,-18.16080093383789,1.0
293,8.0191068649292,24.04014015197754,1.0
294,4.180819988250732,4.330548286437988,1.0
295,-2.7475714683532715,-18.509462356567383,1.0
296,50.06679916381836,9.977081298828125,1.0
297,24.392248153686523,19.672985076904297,1.0
298,-45.33092498779297,18.686277389526367,0.0
299,-32.62754440307617,19.117612838745117,0.0
300,8.823684692382812,-54.817378997802734,1.0
301,-21.511079788208008,34.913272857666016,0.0
302,14.199150085449219,20.816986083984375,1.0
303,-45.507625579833984,0.728938102722168,1.0
304,3.417217969894409,5.1648406982421875,1.0
305,18.594635009765625,24.34819984436035,1.0
306,-46.541011810302734,0.7044776678085327,1.0
307,4.388070583343506,37.51444625854492,1.0
308,-36.023372650146484,-8.26123332977295,1.0
309,-1.9458848237991333,31.224613189697266,1.0
310,-20.66633415222168,42.15876388549805,0.0
311,-10.47764778137207,19.388259887695312,1.0
312,15.859728813171387,-46.56206130981445,1.0
313,53.68140411376953,5.716817378997803,1.0
314,-21.258129119873047,27.941970825195312,0.0
315,15.671531677246094,-32.21900939941406,1.0
316,-17.299724578857422,19.25352668762207,0.0
317,-16.489730834960938,18.070188522338867,1.0
318,23.397106170654297,21.63157081604004,1.0
319,-0.639522135257721,36.14683532714844,1.0
320,4.334138870239258,-36.420597076416016,1.0
321,-13.01431941986084,17.550512313842773,1.0
322,18.757190704345703,24.418128967285156,1.0
323,20.778635025024414,-48.14958572387695,1.0
324,34.655426025390625,-8.200775146484375,1.0
325,-30.171606063842773,0.018600961193442345,1.0
326,-39.91157531738281,-16.631877899169922,1.0
327,-7.162209987640381,7.2857818603515625,1.0
328,6.9667253494262695,49.965885162353516,1.0
329,5.4449687004089355,50.4777946472168,1.0
330,17.367860794067383,-42.388427734375,1.0
331,-14.124093055725098,-57.17784881591797,1.0
332,7.163322448730469,-47.28517150878906,1.0
333,-12.331493377685547,-17.121421813964844,1.0
334,18.99993133544922,-45.394386291503906,1.0
335,-14.593993186950684,11.272905349731445,1.0
336,-10.778668403625488,20.50571632385254,1.0
337,-16.447643280029297,-44.734249114990234,1.0
338,30.119199752807617,-41.752593994140625,1.0
339,33.42397689819336,-42.40509796142578,1.0
340,20.687467575073242,-30.645042419433594,1.0
341,25.487361907958984,-31.65749740600586,1.0
342,-13.54446029663086,-46.98652648925781,1.0
343,5.104236125946045,-36.80282211303711,1.0
344,-35.24013137817383,-8.466343879699707,1.0
345,-22.73239517211914,55.80382537841797,0.0
346,1.9786111116409302,4.5811920166015625,1.0
347,-41.41827392578125,-1.843160629272461,1.0
348,0.849821150302887,34.46989822387695,1.0
349,14.766242027282715,9.450733184814453,1.0
350,-46.13644790649414,9.275431632995605,0.0
351,-2.9412975311279297,-9.8631010055542,0.0
352,-38.881282806396484,-11.38551139831543,1.0
353,-7.262850284576416,12.405872344970703,1.0
354,25.261981964111328,14.642862319946289,1.0
355,-3.3516082763671875,-35.56681442260742,1.0
356,-48.64491653442383,2.69934344291687,1.0
357,-0.251598596572876,-18.508834838867188,1.0
358,-38.13656234741211,1.7252106666564941,1.0
359,-13.966654777526855,20.5465087890625,1.0
360,-3.9348809719085693,31.138717651367188,1.0
361,-16.539268493652344,42.74502944946289,0.0
362,-12.828452110290527,-41.70114517211914,1.0
363,-7.299008369445801,-46.915565490722656,1.0
364,13.887740135192871,7.971280097961426,1.0
365,-44.3221435546875,16.087820053100586,0.0
366,-49.27943801879883,3.528475046157837,1.0
367,-46.8568229675293,6.013227939605713,1.0
368,-9.20050048828125,8.564183235168457,1.0
369,40.69245529174805,13.945371627807617,1.0
370,-9.993189811706543,-57.49887466430664,1.0
371,-25.481250762939453,-16.49118423461914,1.0
372,43.90226745605469,11.70058536529541,1.0
373,-13.687992095947266,-57.05290222167969,1.0
374,4.871511936187744,49.45561218261719,1.0
375,3.73891544342041,50.73176574707031,1.0
376,-2.2874763011932373,-18.4616641998291,1.0
377,3.640389919281006,-15.8570556640625,1.0
378,-13.36524772644043,10.28966999053955,1.0
379,-41.676692962646484,-18.547473907470703,1.0
380,24.73142433166504,-30.533403396606445,1.0
381,-36.969356536865234,39.58769989013672,0.0
382,-0.7601337432861328,-36.950504302978516,1.0
383,30.424591064453125,-2.4061858654022217,1.0
384,-13.131996154785156,-56.778377532958984,1.0
385,-37.6838264465332,20.7060546875,0.0
386,-21.625225067138672,-10.881608009338379,1.0
387,37.36117935180664,0.582257091999054,1.0
388,16.189146041870117,-28.618038177490234,1.0
389,17.327632904052734,24.118993759155273,1.0
390,36.94898986816406,-12.271109580993652,1.0
391,-34.58928298950195,-8.042311668395996,1.0
392,-31.841279983520508,21.19048309326172,0.0
